Date/Time,Media Description,Media Link
"You uploaded a video on June 19, 2025 at 1:04 AM (GMT)", -,https://dms.licdn.com/playlist/vid/v2/D5612AQGXmjSueYfhOw/mp4-720p-30fp-crf28/B56ZeFtvaaG0Aw-/0/1750295105609?e=1789603200&v=beta&t=WX6E574WgwUOFdoVtuug1rDBQU_HlqCmVWY68u-DXGY
"You uploaded a video on March 27, 2025 at 5:23 PM (GMT)", -,https://dms.licdn.com/playlist/vid/v2/D5612AQH4Ae7aoAKSHA/mp4-720p-30fp-crf28/B56ZXYoUvfGoA4-/0/1743096241285?e=1789603200&v=beta&t=q3pxzXNU5OwquOgyUSJvTWP1Ad4KjaXLB7O-_gTfkuU
"You uploaded a video on March 3, 2025 at 12:05 PM (GMT)", -,https://dms.licdn.com/playlist/vid/v2/D5612AQGrvtFmKd61bQ/thumbnail-high/B56ZVb5X56GUAk-/0/1741003537213?e=1789603200&v=beta&t=yg1TtOMyz0l1uVwppl3hCBvsp-iqPzsxJe1eDm8UKEo
"You uploaded a video on March 3, 2025 at 11:59 AM (GMT)", -,https://dms.licdn.com/playlist/vid/v2/D5612AQGBTk2PhEEbvg/thumbnail-high/B56ZVb4GFFGQAk-/0/1741003201406?e=1789603200&v=beta&t=qI9tkJ0UmBtqU6jLZvmE9Oez5UbKjkQsQUGIm2Blsuw
"You uploaded a feed document on February 28, 2025 at 5:44 PM (GMT)", -,https://media.licdn.com/dms/document/media/v2/D561FAQFfn9Y4mzvC1g/feedshare-document-url-metadata-scrapper-pdf/B56ZVNqKSrGsA0-/0/1740764654128?e=1788602400&v=beta&t=F8wg-6GGBY4ba8_-YJOdr5uFcUj7UJ7w1sgiodj0P_w
"You uploaded a document on December 23, 2023 at 2:56 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D562DAQGLSIWhqMg3NQ/profile-treasury-document-cover-images_1920/profile-treasury-document-cover-images_1920/0/1703300197250?e=1788602400&v=beta&t=s257YaM7yrGk45XyM_ahH_K8ORmoPMCvxmMzmt6vDMo
"You uploaded a article cover photo on March 5, 2018 at 11:31 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQGP5Kr6ue8V7g/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520249513834?e=1789603200&v=beta&t=22PoYk9xf4mUWiwI3-KVza4n71q0T_Apt3oQHqoA0OE
"You uploaded a article cover photo on March 5, 2018 at 9:42 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQGQNm7Q6v89Ag/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520242965885?e=1789603200&v=beta&t=-9P9BLfgabCekw6JFyA-Tr7bkvuf4JB61nTHQ2g5Tvo
"You uploaded a article cover photo on March 5, 2018 at 9:32 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQFdC-Ay0iofbQ/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520242365606?e=1789603200&v=beta&t=k6pk3DucRqZeyv3TrB0n_YMS49vwZoV6ESneeM-PX9I
"You uploaded a article cover photo on March 5, 2018 at 9:31 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQGX3sUpbHN7BA/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520242294112?e=1789603200&v=beta&t=BFvv-5tF3x3RkXQdYEwuf4KaiMoca-Q0-3FfFRC7I9c
"You uploaded a article cover photo on March 5, 2018 at 9:10 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQE-fHxUtzhXRg/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520241016430?e=1789603200&v=beta&t=fxlDVjxaF7RCKo5tEXSJwWQ54BhbPLgcUTickGiemiI
"You uploaded a article cover photo on March 5, 2018 at 8:11 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQGeCR4jKCWcsQ/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520237499831?e=1789603200&v=beta&t=LO_D4CW7vnAOrHlBZWnoOpR8Vpsb0VP1Jf3rsVwV63s
"You uploaded a article cover photo on March 5, 2018 at 3:41 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQGCmrUdv15-rA/article-cover_image-shrink_180_320/article-cover_image-shrink_180_320/0/1520221290692?e=1789603200&v=beta&t=WnIXfS-p0MhO01IsG5ha96YX-0t69h3zDBUPEStGcE8
"You uploaded a article cover photo on March 4, 2018 at 8:46 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQFmcFBt4hev6Q/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1520196364396?e=1789603200&v=beta&t=3JsfTEHWOXVzdSees8FbFTHfuzIxNUAIORcMbJf1xNM
"You uploaded a article cover photo on March 4, 2018 at 6:16 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQG1m08BcsVomw/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520187399420?e=1789603200&v=beta&t=Ok9onDVWvhujUqfMWLsLJXg8X-QMB5oeQFyFQYx62J4
"You uploaded a article cover photo on March 4, 2018 at 4:05 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQFdS7YnyHU9_w/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520179519644?e=1789603200&v=beta&t=HolBf8rT9pT-u96M4x-ZvPZxb5xdqYP7D9glHNP61AE
"You uploaded a article cover photo on March 4, 2018 at 3:30 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQHLEJdXQJDH4g/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1520177453170?e=1789603200&v=beta&t=R5xIHkPn9_d3HaQSlyXifHDiQWJDzc4i1pqT_ikh6_4
"You uploaded a article cover photo on March 4, 2018 at 1:03 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQEk7Te0LOy9dg/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520168642508?e=1789603200&v=beta&t=_14Vj29y4_cYORdbvnq2aYsXKQOKqNR9nNn8E5VjFV8
"You uploaded a article cover photo on March 4, 2018 at 9:45 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQEmvmbM3_Kl-Q/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520156740450?e=1789603200&v=beta&t=d2ZRKhcSKOPzpOvoY6wHfr1AkV5om-f1UY3VYzUr2jg
"You uploaded a article cover photo on March 4, 2018 at 8:51 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQFFqKdvcfbRlQ/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520153509388?e=1789603200&v=beta&t=8x9UbNbAzjd_eqKjJLcie75oRqNt5S-Oc6MS17bcUaI
"You uploaded a article cover photo on March 4, 2018 at 4:43 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQFUgFhJGIKaVA/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520138635782?e=1789603200&v=beta&t=VBghOF8Tg6wN5UDFYriiUcGs7yw2foGqHe86RlFAek4
"You uploaded a article cover photo on March 4, 2018 at 4:35 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQHTinmysRfstQ/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520138110715?e=1789603200&v=beta&t=5DdBA1Q3kWzwBftUxraWdvdiAsfnIzs1m3-RabjoIl8
"You uploaded a article cover photo on March 4, 2018 at 3:09 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQHp8navcPyB9w/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520132988210?e=1789603200&v=beta&t=w2IJeDKNspIwLT57JfY7e9Fm0jpvEZqhhfZIUyl3B98
"You uploaded a article cover photo on March 4, 2018 at 2:20 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQHdIijv3y5wVA/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1520130012837?e=1789603200&v=beta&t=PTOCGPt9O1uOS-97YrvrP4AcWvNRL0VLztaOHKdpfDc
"You uploaded a article cover photo on March 4, 2018 at 12:21 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQH9cwc_54YCLg/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520123254013?e=1789603200&v=beta&t=EjJTtPY3GyV6JkMgyD-d1UVYAjDNbFrQRpDcXDPLqiM
"You uploaded a article cover photo on March 4, 2018 at 12:11 AM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQH-zGn25Gm9Xw/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520122417486?e=1789603200&v=beta&t=7iJFqc18Zqwcrrr2kvBMAUtyLYH6kOwd_u5s6czuEdk
"You uploaded a article cover photo on March 3, 2018 at 8:41 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQFpIxjCPkKxSA/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520109688083?e=1789603200&v=beta&t=-PtNwe5uV3CBXgbMTxj2ciIsH7sMOTB8VYRY-c-56rg
"You uploaded a article cover photo on March 3, 2018 at 7:46 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQFUWhG5lpK-eQ/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520106420833?e=1789603200&v=beta&t=bir5DWpedAJrUZGHCOUz85ThLTuKpBWYuA2yHn7Fm1E
"You uploaded a article cover photo on March 3, 2018 at 6:22 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQE66LEx-znCmw/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1520101328562?e=1789603200&v=beta&t=ci04yYB6mvv9jTkmgxGQw1dJDbw6nZaCAiNJE_Z3vCI
"You uploaded a article cover photo on March 3, 2018 at 4:51 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQGKjsLPWUC4mg/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520095895697?e=1789603200&v=beta&t=1ldDII0KcMMorfz2v_NTOKJpVbYpNyBOb8Ubbuq_kd0
"You uploaded a article cover photo on March 3, 2018 at 3:22 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQGBRyqbucGrVg/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1520090548301?e=1789603200&v=beta&t=FTQ-3SmUJv-MNBni7moe8P8p3Ps1NoMvYPghk307emQ
"You uploaded a article cover photo on March 3, 2018 at 3:05 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQFDdEPIPHc92w/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1520089505007?e=1789603200&v=beta&t=GOKtogzuQNcjOW5FJBLMk7cI3GeGYRaFwL_oB0lKZvU
"You uploaded a article cover photo on March 3, 2018 at 1:26 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQEV2y9D45HzMQ/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520083604584?e=1789603200&v=beta&t=ZzLOo9FMkdznhVqViz2lWFy-BFaVkdpWTQ0hQSiQ9bI
"You uploaded a article cover photo on March 3, 2018 at 12:55 PM (GMT)", -,https://media.licdn.com/dms/image/v2/C5612AQHbcMVQ1cQ7rw/article-cover_image-shrink_600_2000/article-cover_image-shrink_600_2000/0/1520081752593?e=1789603200&v=beta&t=HgOs2S8gczQnoyMQzfTkjThFKQnw6mDhEIi13m-qHx0
