Date,Link,Message
2026-02-07 08:01:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7425559654497226752,"My thoughts are, the “enhance with ai” button on v0.Dev is the most powerful tool in AI. Meaning, you can layman prompt and it will take “design a logo” and turn it into, “design a logo with x hex colors, y typography, formatting, etc.” or, “create a directory website from my list of music venues, and it will say, “create a next js app with …” the idea here is, the next evolution of ai, taking it from builders like us to mass consumers, is NLP - extract intent - generate engineered prompt format that an LLM can read. This will close the gap between sophisticated writers and anyone with a voice/pen. It destroys our moat, but if we can do this in 3-6 months before OpenAI or Gemini or Claude adds the simple button, it allows us to build indispensable value and first mover loyalty that will at the very least get x people per month paying you y amount (30 people oaying 5 is an extra $150 (dinner for your efforts), paying $50 is $1,500 (rent money), or 1000 people paying $30 is $30,000, which to some, is mobile wealth generation. I’d do it myself, but I haven’t, so I can’t take credit for ideas that God gives us all. But that’s my thought. The next wave is consumer. businesses realize the value of ai, but few unlockit for the masses"
2026-02-06 09:49:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7424489541882769409,Avatar
2026-01-29 09:13:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7422506664647430144,Don’t think you should lead with the MiT stat. It’s leading with negativity even though you are spinning into a positive. Subliminal might be like oh well it won’t/didn’t work for me either and not oh yeah I should learn more. IMO. Start position. We’re seeing actual AI ROI and want to help you get there to. Or have you share your insights on what you’re working on in house. Care to come to a csuite ai session on xyz? I’m hosting. In Boston at. 123 for details
2026-01-28 17:19:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7420473850129395712,Ui
2026-01-28 15:16:52,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7421921028399968256,Wonda
2026-01-16 15:47:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7417921885293785088,Zaki Akhtar more like - think about automation workflow you’d like to create; set all credentials; plug into Claude; upload json; edit
2026-01-16 15:46:38,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7417921885293785088,Yup I just used this in my role the other day and worked like magic! Way better than previous gpt attempts
2026-01-13 03:04:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7415414589791645696,Guide
2026-01-10 08:48:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7410845470362746881,Arsenal
2026-01-10 08:42:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7415105403534934016,Leak
2026-01-09 05:53:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414811105283411968,Damn keep balling. Keep increasing. J curve top right. #allthewayup!
2026-01-08 08:45:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414304773275041792,Underrated post
2025-12-31 02:19:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7411768058823987201,David Nix I think the repeating loop of fixing one problem then going back and changing another file or line until you have to go one by one and identify the slight errors. Real power will be in syntax algorithms that tell the LLM exactly what to do and what to look for using error messages and computer sci rag. Repromptable prompts. Another wrapper.
2025-12-31 02:17:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7411768058823987201,"Ai will cross a boundary where it will invite consumers in and they will decide. If incentive is formed right, the fear will be replaced by curiosity and b2c products and services will explode"
2025-12-26 17:35:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7410280994529886208,2026
2025-12-26 06:18:07,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7409183326206578689,Database
2025-12-25 21:13:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7408767925194776577,Floot
2025-12-19 23:59:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7406796154534825984,Agent 3
2025-12-16 08:18:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7406358189253844992,Linkedin
2025-12-07 01:30:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7402345995554267136,"Khursheed Irani 30k/month after taxes…even with $10k/month going into housing, etc and another $10k towards miscellaneous lifestyle, that’s still $10k/month he can divert from his stock/crypto/real estate portfolio. I mean, a friend of mine is connected to someone who bet $25k on uber early days. And a $50k check is enough for a solid angel investment, that’s just 5 months savings."
2025-12-01 18:49:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7401296525571780608,"Combination in don’t believe in you plus not on their friend zone. Many napkin bets have been made on the homies, only to flush down the drain. VCs make up 97% of their portfolio with 3% of their bets. So it’s not just, we don’t believe in you, it’s also, “you can’t sit with us.”"
2025-12-01 08:51:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7400909774785167362,Anjali Shah
2025-11-18 16:04:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7396559661216407552,Congrats!
2025-11-13 00:26:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7392214610684108800,God bless heal soon
2025-11-12 23:40:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7392933001854353408,I wanted to be a wrapper when I was younger
2025-11-07 01:54:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7392207965585297409,Great speaking with you great time great mind
2025-10-25 23:33:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7386385850907095041,John Vandivier plus you still don’t have time
2025-10-18 15:27:18,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7384523141802344448,Bottom one seems more realistic
2025-10-18 02:24:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7385118889522708481,You da best
2025-10-17 21:57:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7384975399677739008,Interested
2025-10-15 21:27:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7384018829083070464,Congrats!
2025-10-14 20:18:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7383563777516093440,Congrats!
2025-10-14 18:48:04,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7383932974943309824,Congrats!
2025-10-13 18:30:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7383548769931255808,I heard a guru told him : “look around you” and he went back and linked up with woz. He didn’t realize he already had everything he needed right in front of him
2025-10-13 04:48:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Noora Eyo thanks!
2025-10-13 04:48:20,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Derrice Wright thank you!
2025-10-13 04:47:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Alexander Skeries God is good man appreciate you
2025-10-13 01:58:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7382410741200560128,Magellan just had to go EAST
2025-10-13 01:56:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7383154532828016640,HTTPS://predictavue.vercel.app helps you understand your client rate by email penetration (close percentage)
2025-10-12 17:01:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,ousman camara appreciate it !
2025-10-12 17:01:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Iris Peshikj thank you!
2025-10-12 17:01:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Zachary Troyer thanks man !
2025-10-12 17:01:02,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Jennifer Leavy thank you Jennifer!
2025-10-12 05:55:50,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Nahamah Clark thanks !!
2025-10-12 02:32:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Michael Smith thanks Michael!
2025-10-12 02:32:19,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Meeta Wafgaonkar thank you!
2025-10-12 02:32:07,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Justin Imo appreciate you bro
2025-10-12 00:27:40,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Jennifer Lopez much appreciated!
2025-10-12 00:27:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Jason Wade appreciated!
2025-10-12 00:26:28,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7382904750498906112,Alex Lang thanks Alex!
2025-10-11 19:33:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7382765348799971328,You shirt is off black
2025-10-11 19:26:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7380969536126251009,"I’d create a startup accelerator program, like a platform in house to train founders on sales, etc. basic tech math so they are more prepared."
2025-10-11 19:23:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7382772106696065024,I also think it means email outreach is down. People aren’t opening emails or responding. And if they are they’re more likely to work with you
2025-10-11 05:03:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7381748813356748800,Kind of like whole life policies with cash value. So many ways to use the system to benefit financially in a legal way
2025-10-10 20:29:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7382490859344338944,"David Danushevsky we can see the best product in the world but it means nothing if the market isn’t there! At a certain point, you can’t go to the nfl if you get to old, you might just have to tell your friend to get a job"
2025-10-03 00:39:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7375909297781780482,Congrats!
2025-10-02 04:13:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7377341288116953088,"https://chatgpt.com/g/g-haeo2jTUS-highly-suggested-prompts-hsps

Prompt generator based on cookbooks and 4.0/5.0 prompt engineering best practices"
2025-10-02 00:07:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7378939762788745216,"nico for president"
2025-10-01 17:35:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7378882679351578624,RAISE
2025-10-01 05:23:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7378745681349394432,Jacob Hartzell lmao I was thinking the same thing
2025-09-30 01:27:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7378601122401398784,Powered by HeyGen
2025-09-28 02:13:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7374804205099745280,Lovable
2025-09-24 15:24:40,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7376573454130692096,Daniel Roman lol gotta change your algorithm
2025-09-24 15:24:15,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7376573454130692096,"Diana Rosentul, PhD same"
2025-09-24 15:21:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7376354100973834240,I like land of cool and success
2025-09-22 17:27:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7374496821924200448,Cristina Tudose I really like v0.dev. Great front end and you can always build then connect to GitHub but it has serverless functions so you can build most things without an IDE
2025-09-22 16:22:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7375484115506159616,Playbook
2025-09-20 02:00:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7374887373920415744,Congratulations! 🎉
2025-09-20 00:56:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7374496821924200448,Cristina Tudose lovable is easy to connect with back end automations or LLMs and then refresh on GitHub
2025-09-19 17:48:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7374420709537628161,"I second this, but some automation agencies can do more ARR then growing startups."
2025-09-18 05:18:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7374064696217276416,Mbaye Niane
2025-09-18 04:41:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7371805249298350081,"All things work for the good of those who Love the Lord

Or if you’re not religious, it’s always darkest before dawn 

Or if you’re into Harry Potter, the phoenix rises from the ashes"
2025-09-17 22:19:37,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7373763480383979520,30
2025-09-17 18:35:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7373721352039657473,Awesome job!
2025-09-17 06:33:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7373544717206167552,"Jérôme Ibañez that makes sense. Those who can ChatGPT, will, for everything else. There’s startups"
2025-09-16 15:26:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7373671380325670912,"Definitely check out v0.dev or cursor/replit when you get a chance. If you prefer coding in vsc, you can use cline plugin as a useful copilot to super power your work"
2025-09-16 03:15:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7371951175967031296,Congrats guys
2025-09-16 03:09:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7373544717206167552,Samuel Bosch fair enough
2025-09-16 02:36:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7373544717206167552,"so do  you think these show best opportunities for open ai assistants wrappers, or the opposite, where these are done well in ChatGPT and more specialized or nuanced products will do better in open market?"
2025-09-15 17:56:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7373120884955549696,"Patrick O'Malley Hey Patrick, love to meet another one of us. I like their api for search in go to market. I can map a \"domain\"  to a module and get a customized report on the companies website information. Things like that help it scale and for me another year long ai tool is great, beacuse having a bunch can get expensive, although helpful."
2025-09-14 22:35:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7373048203405074432,"Alex Pobeditel 
useless to you perhaps. to alot of people maybe without your skills, it's a great way to connect directly to an assistant or workflow without worrying about errors in the background etc. or wasting time prompting and reprompting backend solutions."
2025-09-14 22:34:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7373048203405074432,"useless to you perhaps. to alot of people maybe without your skills, it's a great way to connect directly to an assistant or workflow without worrying about errors in the background etc. or wasting time prompting and reprompting backend solutions."
2025-09-14 18:51:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7373048203405074432,Make.com is a great tool to integrate with lovable
2025-09-13 02:11:51,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7372283025398702082,Good job
2025-09-11 23:09:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7371980531393228800,Check out Scalytics ! Private AI infrastructure. Founded by Cloudera execs.
2025-09-10 22:56:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7370971219468292096,Followers
2025-09-10 07:15:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7370360301101195264,Ian Lamb
2025-09-10 05:15:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7370727771423133696,Anjali Shah
2025-09-10 04:30:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7371224848569831424,Interested
2025-09-09 20:24:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7371210789858267136,Congrats
2025-09-08 20:32:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7370818150398902273,Anjali Shah
2025-09-08 18:49:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7370862007438204929,Arnold Sanders thank you sir! I appreciate you!
2025-09-04 18:44:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7368793966529413123,Leads this is what I was looking for
2025-09-04 14:42:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7369377729667846148,IG
2025-09-04 10:35:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7369016833636483072,Scalytics
2025-09-04 09:58:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7368325582134181888,Great job
2025-09-01 21:32:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7367312420043694080,I mean it’s global wealth arbitrage what’s the problem? Let them get it how they get it and the customers will leave when the market changes. As long as they aren’t scamming people they are just building tools with this know how and experimenting and adding value for people to build out of their mistakes or challenges. But a big deal. Most people are just jealous they can’t or didn’t do it. And then there are those that have certain processes built in that make usage of these tools better.
2025-09-01 03:59:13,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7367133858212786177,Banana
2025-09-01 02:42:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7368068486780129280,Seven
2025-08-30 07:18:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7366826559350947841,Veo
2025-08-29 22:30:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7366105765234819072,Great job
2025-08-29 22:13:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7367216970947010561,Brave of you to share while building. Sure your posts in 365 days will be much better
2025-08-29 06:50:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7367043521540681728,Sebastian Mertens lol project number 4
2025-08-29 06:49:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7366910201591005186,Andreas Wennberg lmao
2025-08-29 06:48:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7366910201591005186,Dr. Peter Rehbein why is nobody thinking United States government?
2025-08-29 06:47:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7366910201591005186,Erik Porter DoD. Got have GPUs to create AI drones and what else we don’t know.
2025-08-29 06:41:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7366910201591005186,Andreas Wennberg pretty sure Jensen is the EAE on those
2025-08-29 06:40:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7366910201591005186,Probably USGov
2025-08-29 05:25:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7367043521540681728,FYI
2025-08-28 23:06:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7366861853781590018,Lvlup ventures
2025-08-28 01:43:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7365337089019699201,Anjali Shah
2025-08-27 23:45:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7366084551552548866,"So technically, if everything is 010101s and video image is based on recreating 0101 formations, there is the possibility that every life event, moment breath is captured in real time by 010101 by that which can see it.

So therefore, it can take a global snapshot of the current 0101 structure and even look back at past formulas and possibly, identify which real moments happen. 

Assuming the net data consumption of such a task would take behemoths amount of energy to dark hole levels"
2025-08-26 20:19:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7365924452997476353,Congrats! Well deserved.
2025-08-26 18:54:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7366107542919290880,DreamItReel
2025-08-26 18:54:46,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7366107542919290880,Alex Lang
2025-08-26 18:54:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7366107542919290880,Vibe creation
2025-08-26 05:35:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7365715541958742016,He also said I take on lots of projects and finish less than half
2025-08-26 05:33:51,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7364627379815649281,Don’t a lot of businesses in the beginning take 3 New Zealand calls? Why is that inherently bad? Doesn’t someone have to take calls from Aussie land? Or is it just preference?
2025-08-23 04:36:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7364687476793171968,Jon Cheney ⏩ lmao yeah that was alien science
2025-08-23 04:33:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7364687476793171968,Kevin Courtright that’s what I was thinking
2025-08-22 20:23:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7364544395506819073,"Patrick Diamitani 
LinkedIn.com/in/diamitani
I build ai tools and GTM automations"
2025-08-22 18:59:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7364666664363233280,Check out my revenue calculator: https://predictavue.vercel.app
2025-08-22 00:46:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7364304264942276609,System
2025-08-21 08:27:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7361777227341963266,Wonda
2025-08-21 04:33:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7362090854938779648,"Naftali Kulik I think it’s more for people that don’t know how to code but can write documents. Software engineers tend to think the world is easy without adding the reality (to them). Substantially more people can get from 0-.5, even if they are just “ nubes” to you"
2025-08-21 04:02:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7363917865730654208,"I mean venture capitalists make money on 3% of their bets (or so they say the top 3% make up for it). It is still very much a, do you know me game, or do you know who I know. Unless you are doing so well you don’t really need them anyway. 

I believe if and when investment is dictated by AI or community based sous sous, you will find a lot more success if people falling through the margins it traditionally selected by vcs.

In fact, I think the best solution is, to give banks more leeway to give loans to founders, partnered by educational financial literacy and entrepreneurship training (similar to how the US gave everyone home loans in the 90’s, minus the credit default swap mortgage crus) and you will find, when the government lends to the people, instead of having a 3% win rate, it might move to 19. Still not a large amount, considering those applying, but vastly different wealth creation. And betterment of lives for an exponential amount of people.
Instead of having to be part of the cool peoples club.

Again, if you don’t need VC it’s because you e built something and can’t take whatever money you want.

If you do need VC, it doesn’t mean they know what they’re doing, just that they passed the buck to their friends."
